tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1080,99.2,48,0.0882,6,16,26
2,1076,98.8,50,0.1001,7,17,26
3,1075,98.7,50,0.1038,7,17,26
4,1075,98.7,49,0.1028,7,17,25
5,1076,98.8,48,0.101,7,17,24
6,1077,98.9,47,0.0983,7,17,23
7,1078,99.0,46,0.0955,7,17,22
8,1078,99.0,46,0.0946,8,17,21
9,1077,98.9,47,0.0964,8,18,21
10,1076,98.8,49,0.101,9,18,22
11,1074,98.6,51,0.1056,10,19,22
12,1072,98.4,53,0.1111,11,20,22
13,1071,98.3,54,0.1148,12,20,22
14,1070,98.3,55,0.1175,12,21,22
15,1069,98.2,55,0.1185,12,21,22
16,1069,98.2,55,0.1194,12,21,22
17,1069,98.2,55,0.1194,12,21,22
18,1069,98.2,55,0.1194,12,21,22
19,1069,98.2,55,0.1194,12,21,22
20,1069,98.2,55,0.1194,12,21,22
