tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1081,99.3,45,0.0826,5,15,25
2,1079,99.1,46,0.0918,5,16,25
3,1078,99.0,46,0.0937,5,16,25
4,1078,99.0,46,0.0946,5,16,25
5,1078,99.0,46,0.0946,5,16,25
6,1078,99.0,46,0.0946,5,16,25
7,1078,99.0,46,0.0946,5,16,25
8,1078,99.0,46,0.0946,5,16,25
9,1078,99.0,46,0.0946,5,16,25
10,1078,99.0,46,0.0946,5,16,25
11,1078,99.0,46,0.0946,6,15,25
12,1079,99.1,45,0.0927,6,15,24
13,1080,99.2,43,0.0882,5,15,23
14,1080,99.2,43,0.0872,5,15,23
15,1080,99.2,43,0.0872,5,15,23
16,1080,99.2,43,0.0872,5,15,23
17,1080,99.2,43,0.0872,5,15,23
18,1080,99.2,44,0.0891,6,15,23
19,1079,99.1,45,0.0909,6,15,24
20,1078,99.0,46,0.0937,6,15,25
21,1078,99.0,46,0.0946,6,15,25
22,1078,99.0,46,0.0946,6,15,25
23,1078,99.0,46,0.0946,6,15,25
24,1078,99.0,46,0.0946,6,15,25
25,1077,98.9,47,0.0964,6,16,25
26,1077,98.9,47,0.0973,6,16,25
27,1076,98.8,48,0.0992,6,17,25
28,1076,98.8,48,0.1001,6,17,25
29,1076,98.8,48,0.1001,6,17,25
30,1076,98.8,48,0.1001,6,17,25
31,1076,98.8,48,0.1001,6,17,25
32,1075,98.7,49,0.1019,6,18,25
33,1075,98.7,50,0.1047,6,19,25
34,1074,98.6,51,0.1065,6,19,26
35,1074,98.6,51,0.1074,6,19,26
36,1074,98.6,51,0.1074,6,19,26
37,1073,98.5,52,0.1093,7,19,26
38,1072,98.4,52,0.1102,7,19,26
39,1072,98.4,52,0.1111,7,19,26
40,1072,98.4,52,0.1111,7,19,26
41,1071,98.3,53,0.1129,7,20,26
42,1071,98.3,53,0.1139,7,20,26
43,1072,98.4,52,0.112,6,20,26
44,1074,98.6,49,0.1056,5,19,25
45,1076,98.8,47,0.1001,4,19,24
