tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,719,66.0,44,0.4812,5,15,24
2,801,73.6,43,0.4187,5,15,23
3,895,82.2,41,0.3398,5,14,22
4,982,90.2,40,0.2516,5,14,21
5,1043,95.8,39,0.1699,5,14,20
6,1072,98.4,38,0.112,5,14,19
7,1081,99.3,37,0.0836,5,14,18
8,1084,99.5,36,0.0735,5,14,17
9,1085,99.6,35,0.0689,5,14,16
10,1085,99.6,34,0.0661,5,13,16
11,1086,99.7,33,0.0643,5,13,15
12,1087,99.8,31,0.0597,5,12,14
13,1087,99.8,30,0.0569,5,12,13
14,1087,99.8,29,0.0551,6,11,12
15,1088,99.9,28,0.0533,6,11,11
16,1088,99.9,28,0.0523,7,10,11
17,1088,99.9,28,0.0523,8,10,10
18,1087,99.8,29,0.0542,9,10,10
19,1087,99.8,30,0.0569,10,10,10
20,1087,99.8,30,0.0569,10,10,10
21,1087,99.8,30,0.0569,10,10,10
22,1087,99.8,30,0.0569,10,10,10
23,1087,99.8,30,0.0569,10,10,10
24,1087,99.8,30,0.0569,10,10,10
25,1087,99.8,30,0.0569,10,10,10
26,1087,99.8,30,0.0569,10,10,10
27,1087,99.8,30,0.0569,10,10,10
28,1087,99.8,30,0.0569,10,10,10
29,1087,99.8,30,0.0569,10,10,10
30,1087,99.8,30,0.0569,10,10,10
31,1087,99.8,30,0.0569,10,10,10
32,1087,99.8,30,0.0569,10,10,10
33,1087,99.8,30,0.0569,10,10,10
34,1087,99.8,30,0.0569,10,10,10
35,1087,99.8,30,0.0569,10,10,10
36,1087,99.8,30,0.0569,10,10,10
37,1087,99.8,30,0.0569,10,10,10
38,1087,99.8,30,0.0569,10,10,10
39,1087,99.8,30,0.0569,10,10,10
40,1087,99.8,30,0.0569,10,10,10
41,1087,99.8,30,0.0569,10,10,10
42,1087,99.8,30,0.0569,10,10,10
43,1087,99.8,30,0.0569,10,10,10
44,1087,99.8,30,0.0569,10,10,10
45,1087,99.8,30,0.0569,10,10,10
46,1087,99.8,30,0.0569,10,10,10
47,1087,99.8,30,0.0569,10,10,10
48,1087,99.8,30,0.0569,10,10,10
49,1087,99.8,30,0.0569,10,10,10
50,1087,99.8,30,0.0569,10,10,10
51,1087,99.8,30,0.0569,10,10,10
52,1087,99.8,30,0.0569,10,10,10
53,1087,99.8,30,0.0569,10,10,10
54,1087,99.8,30,0.0569,10,10,10
55,1087,99.8,30,0.0569,10,10,10
56,1087,99.8,30,0.0569,10,10,10
57,1087,99.8,30,0.0569,10,10,10
58,1087,99.8,30,0.0569,10,10,10
59,1087,99.8,30,0.0569,10,10,10
60,1087,99.8,30,0.0569,10,10,10
61,1087,99.8,30,0.0569,10,10,10
62,1087,99.8,30,0.0569,10,10,10
63,1087,99.8,30,0.0569,10,10,10
64,1087,99.8,30,0.0569,10,10,10
65,1087,99.8,30,0.0569,10,10,10
66,1087,99.8,30,0.0569,10,10,10
67,1087,99.8,30,0.0569,10,10,10
68,1087,99.8,30,0.0569,10,10,10
69,1087,99.8,30,0.0569,10,10,10
70,1087,99.8,30,0.0569,10,10,10
71,1087,99.8,30,0.0569,10,10,10
72,1087,99.8,30,0.0569,10,10,10
73,1087,99.8,30,0.0569,10,10,10
74,1087,99.8,30,0.0569,10,10,10
75,1087,99.8,30,0.0569,10,10,10
76,1087,99.8,30,0.0569,10,10,10
77,1087,99.8,30,0.0569,10,10,10
78,1087,99.8,30,0.0569,10,10,10
79,1087,99.8,30,0.0569,10,10,10
80,1087,99.8,30,0.0569,10,10,10
81,1087,99.8,30,0.0569,10,10,10
82,1087,99.8,30,0.0569,10,10,10
83,1087,99.8,30,0.0569,10,10,10
84,1087,99.8,30,0.0569,10,10,10
85,1087,99.8,30,0.0569,10,10,10
86,1087,99.8,30,0.0569,10,10,10
87,1087,99.8,30,0.0569,10,10,10
88,1087,99.8,30,0.0569,10,10,10
89,1087,99.8,30,0.0569,10,10,10
90,1087,99.8,30,0.0569,10,10,10
