tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1080,99.2,47,0.0863,6,16,25
2,1077,98.9,49,0.0983,7,16,26
3,1075,98.7,51,0.1047,8,17,26
4,1075,98.7,50,0.1047,8,17,25
5,1074,98.6,51,0.1065,9,17,25
6,1072,98.4,53,0.1111,10,18,25
7,1071,98.3,54,0.1148,11,18,25
8,1070,98.3,55,0.1175,12,18,25
9,1069,98.2,55,0.1185,13,18,24
10,1067,98.0,57,0.123,14,19,24
11,1065,97.8,59,0.1286,15,20,24
12,1064,97.7,59,0.1304,16,20,23
13,1063,97.6,60,0.1331,17,20,23
14,1062,97.5,60,0.1341,18,20,22
15,1062,97.5,60,0.135,19,20,21
16,1062,97.5,60,0.135,20,20,20
17,1062,97.5,60,0.135,20,20,20
18,1062,97.5,60,0.135,20,20,20
19,1062,97.5,60,0.135,20,20,20
20,1062,97.5,60,0.135,20,20,20
21,1062,97.5,60,0.135,20,20,20
22,1062,97.5,60,0.135,20,20,20
23,1062,97.5,60,0.135,20,20,20
24,1062,97.5,60,0.135,20,20,20
25,1062,97.5,60,0.135,20,20,20
26,1062,97.5,60,0.135,20,20,20
27,1062,97.5,60,0.135,20,20,20
28,1062,97.5,60,0.135,20,20,20
29,1062,97.5,60,0.135,20,20,20
30,1062,97.5,60,0.135,20,20,20
31,1062,97.5,60,0.135,20,20,20
32,1062,97.5,60,0.135,20,20,20
33,1062,97.5,60,0.135,20,20,20
34,1062,97.5,60,0.135,20,20,20
35,1062,97.5,60,0.135,20,20,20
36,1062,97.5,60,0.135,20,20,20
37,1062,97.5,60,0.135,20,20,20
38,1062,97.5,60,0.135,20,20,20
39,1062,97.5,60,0.135,20,20,20
40,1062,97.5,60,0.135,20,20,20
41,1062,97.5,60,0.135,20,20,20
42,1062,97.5,60,0.135,20,20,20
43,1062,97.5,60,0.135,20,20,20
44,1062,97.5,60,0.135,20,20,20
45,1062,97.5,60,0.135,20,20,20
46,1062,97.5,60,0.135,20,20,20
47,1062,97.5,60,0.135,20,20,20
48,1062,97.5,60,0.135,20,20,20
49,1062,97.5,60,0.135,20,20,20
50,1062,97.5,60,0.135,20,20,20
51,1062,97.5,60,0.135,20,20,20
52,1062,97.5,60,0.135,20,20,20
53,1062,97.5,60,0.135,20,20,20
54,1062,97.5,60,0.135,20,20,20
55,1062,97.5,60,0.135,20,20,20
56,1062,97.5,60,0.135,20,20,20
57,1062,97.5,60,0.135,20,20,20
58,1062,97.5,60,0.135,20,20,20
59,1062,97.5,60,0.135,20,20,20
60,1062,97.5,60,0.135,20,20,20
61,1062,97.5,60,0.135,20,20,20
62,1062,97.5,60,0.135,20,20,20
63,1062,97.5,60,0.135,20,20,20
64,1062,97.5,60,0.135,20,20,20
65,1062,97.5,60,0.135,20,20,20
66,1062,97.5,60,0.135,20,20,20
67,1062,97.5,60,0.135,20,20,20
68,1062,97.5,60,0.135,20,20,20
69,1062,97.5,60,0.135,20,20,20
70,1062,97.5,60,0.135,20,20,20
71,1062,97.5,60,0.135,20,20,20
72,1062,97.5,60,0.135,20,20,20
73,1062,97.5,60,0.135,20,20,20
74,1062,97.5,60,0.135,20,20,20
75,1062,97.5,60,0.135,20,20,20
76,1062,97.5,60,0.135,20,20,20
77,1062,97.5,60,0.135,20,20,20
78,1062,97.5,60,0.135,20,20,20
79,1062,97.5,60,0.135,20,20,20
80,1062,97.5,60,0.135,20,20,20
81,1062,97.5,60,0.135,20,20,20
82,1062,97.5,60,0.135,20,20,20
83,1062,97.5,60,0.135,20,20,20
84,1062,97.5,60,0.135,20,20,20
85,1062,97.5,60,0.135,20,20,20
86,1062,97.5,60,0.135,20,20,20
87,1062,97.5,60,0.135,20,20,20
88,1062,97.5,60,0.135,20,20,20
89,1062,97.5,60,0.135,20,20,20
90,1062,97.5,60,0.135,20,20,20
91,1062,97.5,60,0.135,20,20,20
92,1062,97.5,60,0.135,20,20,20
93,1062,97.5,60,0.135,20,20,20
94,1062,97.5,60,0.135,20,20,20
96,1062,97.5,60,0.135,20,20,20
97,1062,97.5,60,0.135,20,20,20
98,1062,97.5,60,0.135,20,20,20
99,1062,97.5,60,0.135,20,20,20
100,1062,97.5,60,0.135,20,20,20
101,1062,97.5,60,0.135,20,20,20
102,1062,97.5,60,0.135,20,20,20
103,1062,97.5,60,0.135,20,20,20
104,1062,97.5,60,0.135,20,20,20
105,1062,97.5,60,0.135,20,20,20
106,1062,97.5,60,0.135,20,20,20
107,1062,97.5,60,0.135,20,20,20
108,1062,97.5,60,0.135,20,20,20
109,1062,97.5,60,0.135,20,20,20
110,1062,97.5,60,0.135,20,20,20
111,1062,97.5,60,0.135,20,20,20
112,1062,97.5,60,0.135,20,20,20
113,1062,97.5,60,0.135,20,20,20
114,1062,97.5,60,0.135,20,20,20
115,1062,97.5,60,0.135,20,20,20
116,1062,97.5,60,0.135,20,20,20
117,1062,97.5,60,0.135,20,20,20
118,1062,97.5,60,0.135,20,20,20
119,1062,97.5,60,0.135,20,20,20
120,1062,97.5,60,0.135,20,20,20
