tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,581,53.4,43,0.5785,5,14,24
2,637,58.5,40,0.5399,4,13,23
3,716,65.7,37,0.483,3,12,22
4,818,75.1,34,0.405,2,11,21
5,929,85.3,32,0.3076,2,10,20
6,1022,93.8,30,0.202,2,9,19
7,1071,98.3,28,0.1129,2,8,18
8,1086,99.7,26,0.0643,2,7,17
9,1088,99.9,24,0.0468,2,6,16
10,1089,100.0,22,0.0413,2,5,15
11,1089,100.0,20,0.0367,2,4,14
12,1089,100.0,18,0.0331,2,3,13
13,1089,100.0,17,0.0312,2,3,12
14,1089,100.0,17,0.0312,3,3,11
15,1089,100.0,16,0.0294,3,3,10
16,1089,100.0,15,0.0275,3,3,9
17,1089,100.0,14,0.0257,3,3,8
18,1089,100.0,13,0.0239,3,3,7
19,1089,100.0,12,0.022,3,3,6
20,1089,100.0,11,0.0202,3,3,5
21,1089,100.0,10,0.0184,3,3,4
22,1089,100.0,9,0.0165,3,3,3
23,1089,100.0,6,0.011,2,2,2
24,1089,100.0,6,0.011,2,2,2
25,1089,100.0,3,0.0055,1,1,1
26,1089,100.0,0,0.0,0,0,0
27,1089,100.0,2,0.0037,1,0,1
28,1089,100.0,2,0.0037,1,0,1
29,1089,100.0,2,0.0037,1,0,1
30,1089,100.0,2,0.0037,1,0,1
31,1089,100.0,2,0.0037,1,0,1
32,1089,100.0,2,0.0037,1,0,1
33,1089,100.0,2,0.0037,1,0,1
34,1089,100.0,2,0.0037,1,0,1
35,1089,100.0,2,0.0037,1,0,1
36,1089,100.0,2,0.0037,1,0,1
37,1089,100.0,2,0.0037,1,0,1
38,1089,100.0,2,0.0037,1,0,1
39,1089,100.0,2,0.0037,1,0,1
40,1089,100.0,2,0.0037,1,0,1
41,1089,100.0,2,0.0037,1,0,1
42,1089,100.0,2,0.0037,1,0,1
43,1089,100.0,2,0.0037,1,0,1
44,1089,100.0,2,0.0037,1,0,1
45,1089,100.0,2,0.0037,1,0,1
46,1089,100.0,2,0.0037,1,0,1
47,1089,100.0,2,0.0037,1,0,1
48,1089,100.0,2,0.0037,1,0,1
49,1089,100.0,2,0.0037,1,0,1
50,1089,100.0,2,0.0037,1,0,1
51,1089,100.0,2,0.0037,1,0,1
52,1089,100.0,2,0.0037,1,0,1
53,1089,100.0,2,0.0037,1,0,1
54,1089,100.0,2,0.0037,1,0,1
55,1089,100.0,2,0.0037,1,0,1
56,1089,100.0,2,0.0037,1,0,1
57,1089,100.0,2,0.0037,1,0,1
58,1089,100.0,2,0.0037,1,0,1
59,1089,100.0,2,0.0037,1,0,1
60,1089,100.0,2,0.0037,1,0,1
61,1089,100.0,2,0.0037,1,0,1
62,1089,100.0,2,0.0037,1,0,1
63,1089,100.0,2,0.0037,1,0,1
64,1089,100.0,2,0.0037,1,0,1
65,1089,100.0,2,0.0037,1,0,1
66,1089,100.0,2,0.0037,1,0,1
67,1089,100.0,2,0.0037,1,0,1
68,1089,100.0,2,0.0037,1,0,1
69,1089,100.0,2,0.0037,1,0,1
70,1089,100.0,2,0.0037,1,0,1
71,1089,100.0,2,0.0037,1,0,1
72,1089,100.0,2,0.0037,1,0,1
73,1089,100.0,2,0.0037,1,0,1
74,1089,100.0,2,0.0037,1,0,1
75,1089,100.0,2,0.0037,1,0,1
76,1089,100.0,2,0.0037,1,0,1
77,1089,100.0,2,0.0037,1,0,1
78,1089,100.0,2,0.0037,1,0,1
79,1089,100.0,2,0.0037,1,0,1
80,1089,100.0,2,0.0037,1,0,1
81,1089,100.0,2,0.0037,1,0,1
82,1089,100.0,2,0.0037,1,0,1
83,1089,100.0,2,0.0037,1,0,1
84,1089,100.0,2,0.0037,1,0,1
85,1089,100.0,2,0.0037,1,0,1
86,1089,100.0,2,0.0037,1,0,1
87,1089,100.0,2,0.0037,1,0,1
88,1089,100.0,2,0.0037,1,0,1
89,1089,100.0,2,0.0037,1,0,1
90,1089,100.0,2,0.0037,1,0,1
91,1089,100.0,2,0.0037,1,0,1
92,1089,100.0,2,0.0037,1,0,1
93,1089,100.0,2,0.0037,1,0,1
94,1089,100.0,2,0.0037,1,0,1
95,1089,100.0,2,0.0037,1,0,1
96,1089,100.0,2,0.0037,1,0,1
97,1089,100.0,2,0.0037,1,0,1
98,1089,100.0,2,0.0037,1,0,1
99,1089,100.0,2,0.0037,1,0,1
100,1089,100.0,2,0.0037,1,0,1
101,1089,100.0,2,0.0037,1,0,1
102,1089,100.0,2,0.0037,1,0,1
103,1089,100.0,2,0.0037,1,0,1
104,1089,100.0,2,0.0037,1,0,1
105,1089,100.0,2,0.0037,1,0,1
106,1089,100.0,2,0.0037,1,0,1
107,1089,100.0,2,0.0037,1,0,1
108,1089,100.0,2,0.0037,1,0,1
109,1089,100.0,2,0.0037,1,0,1
110,1089,100.0,2,0.0037,1,0,1
111,1089,100.0,2,0.0037,1,0,1
112,1089,100.0,2,0.0037,1,0,1
113,1089,100.0,2,0.0037,1,0,1
114,1089,100.0,2,0.0037,1,0,1
115,1089,100.0,2,0.0037,1,0,1
116,1089,100.0,2,0.0037,1,0,1
117,1089,100.0,2,0.0037,1,0,1
118,1089,100.0,2,0.0037,1,0,1
119,1089,100.0,2,0.0037,1,0,1
120,1089,100.0,2,0.0037,1,0,1
