tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,549,50.4,44,0.6006,5,15,24
2,586,53.8,43,0.5748,5,15,23
3,635,58.3,43,0.5409,5,15,23
4,698,64.1,43,0.4959,5,15,23
5,776,71.3,43,0.438,5,15,23
6,864,79.3,43,0.3664,5,15,23
7,951,87.3,43,0.2856,5,15,23
8,1019,93.6,43,0.2057,5,15,23
9,1057,97.1,44,0.1451,6,15,23
10,1072,98.4,45,0.112,7,15,23
11,1075,98.7,47,0.1019,8,16,23
12,1076,98.8,48,0.101,9,16,23
13,1075,98.7,50,0.1038,10,17,23
14,1074,98.6,51,0.1065,11,17,23
15,1072,98.4,53,0.1111,12,18,23
16,1071,98.3,53,0.1129,12,18,23
17,1070,98.3,55,0.1175,13,19,23
18,1068,98.1,56,0.1203,14,19,23
19,1066,97.9,58,0.1258,15,20,23
20,1065,97.8,58,0.1276,15,20,23
21,1064,97.7,59,0.1304,16,20,23
22,1063,97.6,60,0.1331,17,20,23
23,1062,97.5,60,0.1341,17,20,23
24,1061,97.4,61,0.1368,18,20,23
25,1060,97.3,62,0.1396,19,20,23
26,1058,97.2,63,0.1423,20,20,23
27,1056,97.0,64,0.146,21,20,23
28,1053,96.7,66,0.1515,22,21,23
29,1050,96.4,68,0.1579,23,22,23
30,1047,96.1,69,0.1625,23,23,23
31,1046,96.1,69,0.1653,23,23,23
32,1045,96.0,69,0.1662,23,23,23
33,1044,95.9,69,0.1671,23,23,23
34,1044,95.9,69,0.168,23,23,23
35,1044,95.9,69,0.168,23,23,23
36,1044,95.9,69,0.168,23,23,23
37,1044,95.9,69,0.168,23,23,23
38,1044,95.9,69,0.168,23,23,23
39,1044,95.9,69,0.168,23,23,23
40,1044,95.9,69,0.168,23,23,23
41,1044,95.9,69,0.168,23,23,23
42,1044,95.9,69,0.168,23,23,23
43,1044,95.9,69,0.168,23,23,23
44,1044,95.9,69,0.168,23,23,23
45,1044,95.9,69,0.168,23,23,23
46,1044,95.9,69,0.168,23,23,23
47,1044,95.9,69,0.168,23,23,23
48,1044,95.9,69,0.168,23,23,23
49,1044,95.9,69,0.168,23,23,23
50,1044,95.9,69,0.168,23,23,23
