tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1082,99.4,44,0.0808,5,15,24
2,1081,99.3,42,0.0836,5,14,23
3,1082,99.4,40,0.0808,5,13,2244,1083,99.4,39,0.0781,6,12,215,5,1083,99.4,38,0.0753,7,11,20
6,1083,99.4,38,0.0753,8,11,19
7,1084,99.5,37,0.0735,8,11,18
8,1085,99.6,35,0.0689,8,10,17
9,1086,99.7,33,0.0643,8,9,16
10,1086,99.7,32,0.0615,8,9,15
11,1087,99.8,31,0.0597,8,9,12,112,1087,99.8,31,0.0588,9,9,13,113,1087,99.8,31,0.0588,9,1014,1014,10814,1087,99.8,31,0.0515,1015,1088,99.9,27,0.0514,8,916,1016,1088,99.9,25,0.0468,8,17,1017,1089,117,1088,99.9,26,18,1018,1089,118,1088,99.9,25,0.046819,1089,19,1088,99.9,26,0.0487,20,108920,1088,99.9,27,0.0505,921,1089,100.0,24,0.0441,8,8,8
22,1089,100.0,24,0.0441,8,8,8
23,1089,100.0,24,0.0441,8,8,8
24,1089,100.0,24,0.0441,8,8,8
25,1089,100.0,24,0.0441,8,8,8
26,1089,100.0,24,0.0441,8,8,8
27,1089,100.0,24,0.0441,8,8,8228,1089,100.0,24,0.0441,8,8,82929,1089,100.0,24,0.0441,8,8,30,30,1089,100.0,24,0.0441,8,831,1088,99.9,27,0.0505,9,9,9
32,1088,99.9,27,0.0505,9,9,9
33,1088,99.9,27,0.0505,9,9,9
34,1088,99.9,27,0.0505,9,9,9
35,1088,35,1089,100.0,24,0.04436,1088,99.9,27,0.0505,9,9,9
37,1088,99.9,27,0.0505,9,9,9
38,1088,99.38,1089,100.0,24,0.39,1088,99.939,1089,100.0,24,040,1088,99.9,40,1089,100.0,24,41,1088,99.9,27,0.0505,9,9,9
42,1088,99.9,27,0.0505,9,9,9
43,1088,99.9,27,0.0505,9,9,9
44,1088,99.9,27,0.0505,9,9,9
45,1088,99.9,27,0.0505,9,9,9
46,1088,99.9,27,0.0505,9,9,9
47,1088,99.9,27,0.0505,9,9,9
48,1088,99.9,27,0.0505,9,9,9
49,1088,99.9,27,0.0505,9,9,9
50,1088,99.9,27,0.0505,9,9,9
51,1088,99.9,27,0.0505,9,9,9
52,1088,99.9,27,0.0505,9,9,9
53,1088,99.9,27,0.0505,9,9,9
54,1088,99.9,27,0.0505,9,9,9
55,1088,99.9,27,0.0505,9,9,9
56,1088,99.9,27,0.0505,9,9,9
57,1088,99.9,27,0.0505,9,9,9
58,1088,99.9,27,59,1088,99.9,259,1088,99.9,27,0.0505,9,9,9
60,1088,99.9,27,0.0505,9,9,9
61,1088,99.9,27,62,1088,99.9,27,0.0505,9,9,9
63,1088,99.9,27,0.0505,9,9,9
64,1088,99.9,27,0.0505,9,9,9
65,1088,99.9,27,0.0505,9,9,9
66,1088,99.9,27,0.0505,9,9,9
67,1088,99.9,27,0.0505,9,9,9
68,1088,99.9,27,0.0505,9,9,9
69,1088,99.9,27,0.0505,9,9,9
70,1088,99.9,27,0.0505,9,9,9
71,1088,99.9,27,0.0505,9,9,9
72,1088,99.9,27,0.0505,9,9,9
73,1088,99.9,27,0.0505,9,9,9
74,1088,99.9,27,0.0505,9,9,9
75,1088,99.9,27,0.0505,9,9,9
76,1088,99.9,27,0.0505,9,9,9
77,1088,99.9,27,0.0505,9,9,9
78,1088,99.9,27,0.0505,9,9,9
79,1088,99.9,27,0.0505,9,9,9
80,1088,99.9,27,0.0505,9,9,9
81,1088,99.9,27,0.0505,9,9,9
82,1088,99.9,27,0.0505,9,9,9
83,1088,99.9,27,0.0505,9,9,9
84,1088,99.9,284,1088,99.9,27,0.0505,9,9,9
85,1088,99.9,27,0.0505,9,9,9
86,1088,99.9,27,87,1088,99.9,287,1088,99.9,27,88,1088,99.9,288,1088,99.9,27,89,1088,99.9,289,1088,99.9,27,90,1088,99.9,27,0.0505,9,9,9
91,1088,99.9,291,1088,99.9,27,92,1088,99.9,292,1088,99.9,27,93,1088,99.9,293,1088,99.9,27,94,1088,99.9,294,1088,99.9,27,95,1088,99.9,295,1088,99.9,27,96,1088,99.9,27,0.0505,9,9,9
97,1088,99.9,27,0.0505,9,9,9
98,1088,99.9,298,1088,99.9,27,99,1088,99.9,27,0.0505,9,9,9
100,1088,99.9,27,0.0505,9,9,9
101,1088,99.9,27,0.0505,9,9,9
102,1088,99.9,27,0.0505,9,9,9
103,1088,99.9,27,0.0505,9,9,9
104,1088,99.9,27,0.0505,9,9,9
105,1088,99.9,27,0.0505,9,9,9
106,1088,99.9,27,0.0505,9,9,9
107,1088,99.9,27,0.0505,9,9,9
108,1088,99.9,27,0.0505,9,9,9
109,1088,99.9,27,0.0505,9,9,9
110,1088,99.9,27,0.0505,9,9,9
111,1088,99.9,27,0.0505,9,9,9
112,1088,99.9,27,0.0505,9,9,9
113,1088,99.9,27,0.0505,9,9,9
114,1088,99.9,27,0.0505,9,9,9
115,1088,99.9,27,0.0505,9,9,9
116,1088,99.9,27,0.0505,9,9,9
117,1088,99.9,27,0.0505,9,9,9
118,1088,99.9,27,0.0505,9,9,9
119,1088,99.9,27,0.0505,9,9,9
120,1088,99.9,27,0.0505,9,9,9
0.0505,9,9,9
8,1089,100.0,24,0.0441,8,8,8
119,1089,100.0,24,0.0441,8,8,8
120,1089,100.0,24,0.0441,8,8,8
