tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1081,99.3,45,0.0826,5,15,25
2,1079,99.1,45,0.09,5,15,25
3,1079,99.1,44,0.09,5,15,24
4,1080,99.2,42,0.0863,4,14,24
5,1082,99.4,40,0.0817,3,13,24
6,1083,99.4,39,0.0781,3,13,23
7,1083,99.4,39,0.0771,3,13,23
8,1083,99.4,39,0.0771,3,13,23
9,1083,99.4,39,0.0771,3,13,23
10,1082,99.4,40,0.079,4,13,23
11,1082,99.4,40,0.0799,4,13,23
12,1082,99.4,40,0.0799,4,13,23
13,1082,99.4,40,0.0799,4,13,23
14,1082,99.4,40,0.0799,4,13,23
15,1082,99.4,40,0.0799,4,13,23
16,1082,99.4,41,0.0817,5,13,23
19,1082,99.4,41,0.0817,5,13,23
20,1082,99.4,41,0.0817,5,13,23
21,1082,99.4,41,0.0817,5,13,23
22,1082,99.4,41,0.0817,5,13,23
23,1082,99.4,40,0.0799,5,12,23
24,1084,99.5,37,0.0744,4,11,22
25,1084,99.5,36,0.0707,4,11,21
26,1085,99.6,34,0.067,3,10,21
27,1086,99.7,33,0.0643,3,10,20
28,1086,99.7,32,0.0615,3,9,20
29,1086,99.7,32,0.0615,3,9,20
30,1086,99.7,33,0.0634,3,9,21
31,1086,99.7,33,0.0634,3,9,21
32,1086,99.7,33,0.0634,3,9,21
33,1086,99.7,33,0.0634,3,9,21
34,1086,99.7,32,0.0615,3,9,20
35,1086,99.7,32,0.0615,3,9,20
36,1086,99.7,32,0.0615,3,9,20
37,1087,99.8,30,0.0579,2,8,20
38,1088,99.9,28,0.0533,1,8,19
39,1088,99.9,25,0.0468,0,7,18
40,1088,99.9,26,0.0487,1,7,18
41,1088,99.9,25,0.0468,0,7,18
42,1089,100.0,24,0.045,0,7,17
43,1089,100.0,24,0.0441,0,7,17
44,1089,100.0,24,0.0441,0,7,17
45,1089,100.0,24,0.0441,0,7,17
46,1089,100.0,24,0.0441,0,7,17
47,1089,100.0,25,0.0459,0,8,17
48,1088,99.9,26,0.0478,1,8,17
49,1088,99.9,26,0.0487,1,7,18
50,1088,99.9,25,0.0468,1,7,17
51,1088,99.9,25,0.0468,1,7,17
52,1088,99.9,25,0.0468,1,7,17
53,1088,99.9,25,0.0468,1,7,17
54,1088,99.9,25,0.0468,1,7,17
55,1088,99.9,25,0.0468,1,7,17
56,1088,99.9,25,0.0468,1,7,17
57,1088,99.9,25,0.0468,1,7,17
58,1088,99.9,25,0.0468,1,7,17
59,1088,99.9,25,0.0468,1,7,17
60,1088,99.9,25,0.0468,1,7,17
61,1088,99.9,25,0.0468,1,7,17
62,1088,99.9,25,0.0468,1,7,17
63,1088,99.9,25,0.0468,1,7,17
64,1088,99.9,25,0.0468,1,7,17
65,1088,99.9,25,0.0468,1,7,17
66,1088,99.9,25,0.0468,1,7,17
67,1088,99.9,25,0.0468,1,7,17
68,1088,99.9,25,0.0468,1,7,17
69,1088,99.9,26,0.0487,2,7,17
70,1088,99.9,25,0.0468,2,7,16
71,1089,100.0,24,0.045,1,7,16
72,1089,100.0,23,0.0422,2,6,15
73,1089,100.0,22,0.0404,2,5,15
74,1089,100.0,22,0.0404,2,5,15
75,1089,100.0,21,0.0386,2,5,14
76,1089,100.0,20,0.0367,2,4,14
77,1089,100.0,18,0.0331,2,3,13
78,1089,100.0,15,0.0275,1,2,12
79,1089,100.0,14,0.0257,0,2,12
80,1089,100.0,14,0.0257,0,2,12
81,1089,100.0,13,0.0239,0,1,12
82,1089,100.0,12,0.022,0,0,12
83,1089,100.0,12,0.022,0,0,12
84,1089,100.0,12,0.022,0,0,12
85,1089,100.0,12,0.022,0,0,12
86,1089,100.0,12,0.022,0,0,12
87,1089,100.0,14,0.0257,1,0,13
88,1089,100.0,14,0.0257,1,0,13
89,1089,100.0,14,0.0257,1,0,13
90,1089,100.0,15,0.0275,1,0,14
91,1089,100.0,16,0.0294,2,0,14
92,1089,100.0,16,0.0294,2,0,14
93,1089,100.0,16,0.0294,2,0,14
94,1089,100.0,16,0.0294,2,0,14
95,1089,100.0,16,0.0294,2,0,14
96,1089,100.0,15,0.0275,1,0,14
97,1089,100.0,15,0.0275,1,0,14
98,1089,100.0,15,0.0275,1,0,14
99,1089,100.0,15,0.0275,1,0,14
100,1089,100.0,15,0.0275,1,0,14
101,1089,100.0,15,0.0275,1,0,14
102,1089,100.0,15,0.0275,1,0,14
103,1089,100.0,16,0.0294,1,1,14
104,1089,100.0,16,0.0294,1,1,14
105,1089,100.0,17,0.0312,2,1,14
106,1089,100.0,17,0.0312,2,1,14
107,1089,100.0,17,0.0312,2,1,14
108,1089,100.0,17,0.0312,2,1,14
109,1089,100.0,17,0.0312,2,1,14
110,1089,100.0,17,0.0312,2,1,14
111,1089,100.0,17,0.0312,2,1,14
112,1089,100.0,17,0.0312,2,1,14
113,1089,100.0,17,0.0312,2,1,14
114,1089,100.0,16,0.0294,2,1,13
115,1089,100.0,14,0.0257,1,0,13
116,1089,100.0,14,0.0257,1,0,13
117,1089,100.0,14,0.0257,1,0,13
118,1089,100.0,14,0.0257,1,0,13
119,1089,100.0,14,0.0257,1,0,13
120,1089,100.0,14,0.0257,1,0,13
