tick,pool_patches,pool_pct,total_cows,pressure,agent0_cows,agent1_cows,agent2_cows
1,1082,99.4,43,0.079,5,14,24
2,1082,99.4,40,0.0799,4,13,23
3,1084,99.5,37,0.0744,3,12,22
4,1085,99.6,35,0.0689,3,11,21
5,1086,99.7,33,0.0643,3,10,20
6,1087,99.8,31,0.0597,3,9,19
7,1087,99.8,29,0.0551,3,8,18
8,1088,99.9,27,0.0514,3,7,17
9,1088,99.9,25,0.0468,3,6,16
10,1089,100.0,23,0.0432,3,5,15
11,1089,100.0,21,0.0386,3,4,14
12,1089,100.0,20,0.0367,3,4,13
13,1089,100.0,19,0.0349,3,4,12
14,1089,100.0,18,0.0331,3,4,11
15,1089,100.0,17,0.0312,3,4,10
16,1089,100.0,16,0.0294,3,4,9
17,1089,100.0,15,0.0275,3,4,8
18,1089,100.0,14,0.0257,3,4,7
19,1089,100.0,13,0.0239,3,4,6
20,1089,100.0,12,0.022,3,4,5
21,1089,100.0,12,0.022,3,4,5
22,1089,100.0,13,0.0239,4,4,5
23,1089,100.0,12,0.022,3,4,5
224,1089,100.0,14,0.0257,4,5,52525,1089,100.0,14,0.0257,4,4,62626,1089,100.0,13,0.0239,4,4,52727,1089,100.0,13,0.0239,4,4,52828,1089,100.0,13,0.0239,4,4,52929,1089,100.0,13,0.0239,4,4,53030,1089,100.0,13,0.0239,4,4,53131,1089,100.0,13,0.0239,4,4,53232,1089,100.0,13,0.0239,4,4,53333,1089,100.0,13,0.0239,4,4,53434,1089,100.0,13,0.0239,4,4,53535,1089,100.0,13,0.0239,4,4,53636,1089,100.0,13,0.0239,4,4,537,1089,100.0,11,0.0202,3,4,4
38,1089,100.0,11,0.0202,3,4,4
3939,1089,100.0,13,0.0239,4,4,5
40,1089,100.0,13,0.0239,4,4,41,1089,100.0,17,0.0312,5,6,6
42,1089,100.0,20,0.0367,6,7,7
43,1089,100.0,22,0.0404,7,7,8
44,1089,100.0,23,0.0422,8,7,8
45,1089,100.0,23,0.0422,7,8,8
46,1089,100.0,22,0.0404,8,7,7
47,1089,100.0,19,0.0349,7,6,6
48,1089,100.0,16,0.0294,6,5,5
49,1089,100.0,13,0.0239,5,4,4
50,1089,100.0,10,0.0184,4,3,3
51,1089,100.0,10,0.0184,4,3,3
52,52,1089,100.0,13,0.0239,4,4,53,53,1089,100.0,13,0.0239,4,4,54,1089,100.0,16,0.0294,6,5,5
55,1089,100.0,18,0.0331,7,6,5
56,1089,100.0,19,0.0349,7,7,5
57,1089,100.0,19,0.0349,7,6,6
58,58,1089,100.0,13,0.0239,4,4,59,59,1089,100.0,13,0.0239,4,4,60,60,1089,100.0,13,0.0239,4,4,5
61,1089,100.0,13,0.0239,4,4,5
62,1089,100.0,13,0.0239,4,4,5
63,1089,100.0,13,0.0239,4,4,5
64,1089,100.0,13,0.0239,4,4,5
65,1089,100.0,13,0.0239,4,4,5
66,1089,100.0,13,0.0239,4,4,5
67,1089,100.0,13,0.0239,4,4,5
68,1089,100.0,13,0.0239,4,4,5
69,1089,100.0,13,0.0239,4,4,5
70,1089,100.0,13,0.0239,4,4,5
71,1089,100.0,13,0.0239,4,4,5
72,1089,100.0,13,0.0239,4,4,5
73,1089,100.0,13,0.0239,4,4,5
74,1089,100.0,13,0.0239,4,4,5
75,1089,100.0,13,0.0239,4,4,5
76,1089,100.0,13,0.0239,4,4,5
77,1089,100.0,13,0.0239,4,4,5
78,1089,100.0,13,0.0239,4,4,5
79,1089,100.0,13,0.0239,4,4,5
80,1089,100.0,13,0.0239,4,4,5
81,1089,100.0,13,0.0239,4,4,5
82,1089,100.0,13,0.0239,4,4,5
83,1089,100.0,13,0.0239,4,4,5
84,1089,100.0,13,0.0239,4,4,5
85,1089,100.0,13,0.0239,4,4,5
86,1089,100.0,13,0.0239,4,4,5
87,1089,100.0,13,0.0239,4,4,5
88,1089,100.0,13,0.0239,4,4,5
89,1089,100.0,13,0.0239,4,4,5
90,1089,100.0,13,0.0239,4,4,5
91,1089,100.0,13,0.0239,4,4,5
92,1089,100.0,13,0.0239,4,4,5
93,1089,100.0,13,0.0239,4,4,5
94,1089,100.0,13,0.0239,4,4,5
95,1089,100.0,13,0.0239,4,4,5
96,1089,100.0,13,0.0239,4,4,5
97,1089,100.0,13,0.0239,4,4,5
98,1089,100.0,13,0.0239,4,4,5
99,1089,100.0,13,0.0239,4,4,5
100,1089,100.0,13,0.0239,4,4,5
101,1089,100.0,13,0.0239,4,4,5
102,1089,100.0,13,0.0239,4,4,5
103,1089,100.0,13,0.0239,4,4,5
104,1089,100.0,13,0.0239,4,4,5
105,1089,100.0,13,0.0239,4,4,5
106,1089,100.0,13,0.0239,4,4,5
107,1089,100.0,13,0.0239,4,4,5
108,1089,100.0,13,0.0239,4,4,5
109,1089,100.0,13,0.0239,4,4,5
110,1089,100.0,13,0.0239,4,4,5
111,1089,100.0,13,0.0239,4,4,5
112,1089,100.0,13,0.0239,4,4,5
113,1089,100.0,13,0.0239,4,4,5
114,1089,100.0,13,0.0239,4,4,5
115,1089,100.0,13,0.0239,4,4,5
116,1089,100.0,13,0.0239,4,4,5
117,1089,100.0,13,0.0239,4,4,5
118,1089,100.0,13,0.0239,4,4,5
119,1089,100.0,13,0.0239,4,4,5
120,1089,100.0,13,0.0239,4,4,5
